run,idx,key,phase,action_to_base_rgb_ms,action_to_next_ready_ms,denoise_ms,fwd1_ms,fwd2_ms,fwd3_ms,clean_kv_ms,action_prepare_ms,tae_first_rgb_ms,global_end_index,local_end_index,queue_wait_ms
r2a-ex03-67,51,w,,983.36,1309.13,952.06,324.78,312.84,314.45,304.75,0.11507701128721237,21.211739047430456,52416,12096,0.1
r2a-ex03-67,52,w,,993.62,1319.03,959.59,332.13,314.0,313.46,304.8,0.2943009603768587,21.054634009487927,53424,12096,0.1
r2a-ex03-67,53,w,,983.29,1309.36,949.78,327.24,311.36,311.17,305.97,0.09390793275088072,21.132780937477946,54432,12096,0.08
r2a-ex03-67,54,w,,987.96,1310.29,956.93,331.6,313.36,311.97,302.07,0.24933298118412495,21.190158906392753,55440,12096,0.09
r2a-ex03-67,55,w,,978.31,1304.62,946.82,324.76,310.44,311.61,306.04,0.18255505710840225,21.55173907522112,56448,12096,0.14
r2a-ex03-67,56,w,,994.65,1319.7,962.54,329.72,318.71,314.11,304.08,0.20500400569289923,21.236157976090908,57456,12096,0.08
r2a-ex03-67,57,w,,987.06,1311.91,954.66,330.0,312.02,312.64,304.72,0.025258981622755527,21.38082403689623,58464,12096,0.19
r2a-ex03-67,58,w,,979.03,1303.5,946.95,323.45,311.71,311.79,303.83,0.029098941013216972,21.64743607863784,59472,12096,0.08
r2a-ex03-67,59,w,,977.99,1302.83,948.29,327.09,311.36,309.84,304.58,0.2074139192700386,21.22118801344186,60480,12096,0.14
r2a-ex03-67,60,w,,986.74,1310.6,955.74,330.11,314.16,311.47,303.57,0.11519691906869411,21.052032941952348,61488,12096,0.36
r2a-ex03-67,61,w,,973.82,1299.16,943.5,317.18,313.81,312.51,304.77,0.02517004031687975,21.223648102022707,62496,12096,0.15
r2a-ex03-67,62,w,,982.7,1306.96,951.18,325.83,312.85,312.5,304.11,0.16239495016634464,21.260567009449005,63504,12096,0.15
r2a-ex03-67,63,w,,987.02,1312.42,953.58,329.87,313.32,310.39,304.54,0.03270898014307022,21.047773072496057,64512,12096,0.17
r2a-ex03-67,64,w,,979.86,1305.62,949.04,323.07,314.02,311.95,305.01,0.18242502119392157,21.042783046141267,65520,12096,0.09
r2a-ex03-67,65,w,,981.79,1308.79,950.76,326.76,311.87,312.14,305.12,0.029118964448571205,21.116401068866253,66528,12096,0.11
r2a-ex03-67,66,w,,996.4,1322.7,964.13,332.11,318.53,313.48,305.79,0.28964097145944834,21.17603993974626,67536,12096,0.08
r2a-ex03-67,67,w,,990.03,1316.09,957.15,330.08,313.61,313.46,304.98,0.08290796540677547,21.227638004347682,68544,12096,1.65
r2c-ex00-240,1,w,maturity,623.81,840.52,580.32,199.02,187.3,194.0,196.7,0.16281509306281805,20.29633102938533,2016,2016,0.09
r2c-ex00-240,2,w,maturity,640.83,865.06,612.5,207.68,198.92,205.9,204.24,0.04765903577208519,20.23240295238793,3024,3024,0.1
r2c-ex00-240,3,w,maturity,700.55,936.53,670.62,225.15,223.84,221.63,216.2,0.14883594121783972,20.446576992981136,4032,4032,0.1
r2c-ex00-240,4,w,maturity,725.09,969.73,692.94,232.33,230.09,230.53,224.08,0.17878494691103697,20.78838599845767,5040,5040,0.08
r2c-ex00-240,5,w,maturity,750.55,1007.68,720.97,240.53,240.08,240.36,235.45,0.10045699309557676,20.452087046578526,6048,6048,0.08
r2c-ex00-240,6,w,maturity,808.6,1081.48,778.19,259.3,260.56,258.33,252.09,0.034059048630297184,21.421998040750623,7056,7056,0.11
r2c-ex00-240,7,w,maturity,841.49,1125.71,811.04,274.2,269.22,267.62,263.74,0.14893594197928905,21.185774938203394,8064,8064,0.13
r2c-ex00-240,8,w,maturity,872.58,1165.82,840.98,279.43,283.14,278.42,273.13,0.17243495676666498,21.450967993587255,9072,9072,0.1
r2c-ex00-240,9,w,maturity,918.17,1220.83,884.44,299.06,293.38,292.0,282.36,2.1439979318529367,21.146835992112756,10080,10080,0.12
r2c-ex00-240,10,w,maturity,943.93,1257.84,912.17,308.25,303.22,300.7,293.36,1.2901329901069403,21.39454905409366,11088,11088,0.1
r2c-ex00-240,11,w,maturity,962.4,1286.14,932.74,305.97,313.67,313.1,303.06,0.035729026421904564,21.197814028710127,12096,12096,0.1
r2c-ex00-240,12,w,maturity,996.03,1320.72,963.51,334.03,316.39,313.09,304.44,0.19409507513046265,21.251813042908907,13104,12096,0.12
r2c-ex00-240,13,w,maturity,990.54,1315.98,958.96,334.17,312.81,311.98,305.27,0.1390860415995121,21.082898019813,14112,12096,0.1
r2c-ex00-240,14,w,maturity,997.47,1320.54,968.08,332.86,320.54,314.68,303.02,0.13370602391660213,21.34872996248305,15120,12096,0.1
r2c-ex00-240,15,w,maturity,988.64,1317.65,957.68,329.83,313.14,314.71,308.43,0.3059209557250142,21.187414997257292,16128,12096,0.09
r2c-ex00-240,16,w,maturity,978.08,1301.91,948.11,322.58,313.8,311.73,303.49,0.05135801620781422,21.12587704323232,17136,12096,0.11
r2c-ex00-240,17,w,maturity,981.96,1304.75,950.2,326.07,310.97,313.17,302.41,0.032249023206532,21.752428961917758,18144,12096,0.09
r2c-ex00-240,18,w,maturity,988.21,1315.78,954.28,329.77,312.73,311.77,306.62,0.39547798223793507,21.340850042179227,19152,12096,0.11
r2c-ex00-240,19,w,maturity,985.6,1308.67,954.01,327.09,314.17,312.75,302.94,0.21599396131932735,21.469276980496943,20160,12096,0.1
r2c-ex00-240,20,w,maturity,985.76,1314.85,954.95,326.98,313.57,314.4,308.18,0.05262799095362425,21.208813996054232,21168,12096,0.09
r2c-ex00-240,21,w,maturity,977.27,1304.46,947.49,319.79,316.63,311.07,305.55,0.042498926632106304,21.143356105312705,22176,12096,0.11
r2c-ex00-240,22,w,maturity,994.0,1319.52,964.06,327.84,319.01,317.21,305.26,0.09530794341117144,20.885313977487385,23184,12096,0.08
r2c-ex00-240,23,w,maturity,995.11,1322.24,960.65,331.4,316.33,312.91,306.3,0.2206140197813511,21.859365049749613,24192,12096,0.1
r2c-ex00-240,24,w,maturity,988.72,1314.92,958.3,329.46,314.21,314.64,305.87,0.15208590775728226,21.48700598627329,25200,12096,0.08
r2c-ex00-240,25,w,maturity,993.98,1321.93,961.24,326.57,318.3,316.37,307.16,0.06194901652634144,21.420617937110364,26208,12096,0.1
r2c-ex00-240,26,w,maturity,995.67,1323.31,964.35,333.78,314.21,316.36,306.97,0.09361701086163521,21.311112097464502,27216,12096,0.11
r2c-ex00-240,27,w,maturity,990.99,1317.39,961.57,332.65,314.33,314.59,306.35,0.14376698527485132,21.076050004921854,28224,12096,0.13
r2c-ex00-240,28,w,maturity,998.11,1326.12,965.25,333.07,316.49,315.69,307.34,0.0838779378682375,21.37800306081772,29232,12096,0.18
r2c-ex00-240,29,w,maturity,996.47,1325.57,963.68,333.75,315.08,314.85,308.13,0.28146407566964626,21.275745937600732,30240,12096,0.1
r2c-ex00-240,30,w,maturity,991.82,1317.75,960.17,332.14,314.42,313.61,305.75,0.14484708663076162,21.53561997693032,31248,12096,0.08
r2c-ex00-240,31,w,maturity,980.61,1308.17,950.38,320.89,314.7,314.79,307.32,0.14321703929454088,21.824212977662683,32256,12096,0.19
r2c-ex00-240,32,w,maturity,993.76,1322.92,961.22,328.31,314.15,318.76,308.47,0.03252900205552578,21.459019975736737,33264,12096,0.14
r2c-ex00-240,33,w,maturity,990.21,1317.87,957.76,331.2,314.27,312.28,307.48,0.026379944756627083,21.607017028145492,34272,12096,0.11
r2c-ex00-240,34,w,maturity,998.89,1326.54,966.47,334.04,317.75,314.68,306.53,0.2315649762749672,21.361561957746744,35280,12096,0.12
r2c-ex00-240,35,w,maturity,1011.5,1338.02,980.16,343.98,319.22,316.95,305.74,0.11729693505913019,21.825751988217235,36288,12096,0.08
r2c-ex00-240,36,w,maturity,992.32,1322.15,962.48,334.97,314.18,313.32,308.11,0.12595695443451405,21.785562043078244,37296,12096,0.12
r2c-ex00-240,37,w,maturity,988.21,1313.89,956.43,325.83,314.9,315.7,305.29,0.1343770418316126,21.917158039286733,38304,12096,0.09
r2c-ex00-240,38,w,maturity,994.1,1320.72,962.44,329.41,318.18,314.85,305.78,0.02740893978625536,21.21234405785799,39312,12096,0.1
r2c-ex00-240,39,w,maturity,982.87,1307.56,951.66,325.86,313.25,312.56,304.36,0.19656599033623934,21.48386707995087,40320,12096,0.11
r2c-ex00-240,40,w,maturity,983.83,1311.29,953.0,326.04,312.71,314.24,306.47,0.2538339467719197,21.522775990888476,41328,12096,0.08
r2c-ex00-240,41,w,maturity,983.64,1311.71,953.07,322.99,315.98,314.09,308.04,0.06806792225688696,21.682512015104294,42336,12096,0.11
r2c-ex00-240,42,w,maturity,997.9,1327.91,963.19,330.27,316.68,316.24,309.15,0.15931599773466587,21.855838946066797,43344,12096,0.11
r2c-ex00-240,43,w,maturity,999.36,1328.78,969.9,334.47,317.81,317.62,307.49,0.0761980190873146,21.60215296316892,44352,12096,0.1
r2c-ex00-240,44,w,maturity,1000.59,1328.4,969.03,333.02,319.03,316.97,307.23,0.07663806900382042,21.85223705600947,45360,12096,0.09
r2c-ex00-240,45,w,maturity,1008.33,1338.24,978.06,338.48,320.45,319.13,308.25,0.1746059861034155,21.51271398179233,46368,12096,0.13
r2c-ex00-240,46,w,maturity,1000.8,1327.68,969.57,338.04,314.71,316.82,306.06,0.09898794814944267,21.229980047792196,47376,12096,0.12
r2c-ex00-240,47,w,maturity,993.3,1320.71,961.12,326.24,317.62,317.27,307.19,0.16010692343115807,21.617130958475173,48384,12096,0.09
r2c-ex00-240,48,w,maturity,998.2,1326.61,966.81,331.45,317.28,318.08,307.68,0.1624060096219182,21.366417058743536,49392,12096,0.09
r2c-ex00-240,49,w,maturity,995.21,1323.78,963.9,330.9,315.2,317.8,308.12,0.17908599693328142,21.518653025850654,50400,12096,0.08
r2c-ex00-240,50,w,maturity,1013.73,1340.99,981.12,338.65,322.17,320.3,307.03,0.07306900806725025,21.424575010314584,51408,12096,0.09
r2c-ex00-240,51,w,maturity,985.3,1314.05,954.16,326.71,314.86,312.6,308.78,0.049249036237597466,21.338847000151873,52416,12096,0.18
r2c-ex00-240,52,w,maturity,992.44,1319.65,962.97,331.61,313.69,317.67,306.38,0.176777015440166,21.36844501364976,53424,12096,0.25
r2c-ex00-240,53,w,maturity,992.97,1321.41,962.01,331.5,314.47,316.04,307.78,0.159517046995461,21.566761075519025,54432,12096,0.1
r2c-ex00-240,54,w,maturity,998.83,1328.47,968.23,331.5,319.26,317.47,308.06,0.0231890007853508,21.403454011306167,55440,12096,0.1
r2c-ex00-240,55,w,maturity,1007.36,1335.47,973.91,337.29,320.17,316.45,307.43,0.18216599710285664,21.81777497753501,56448,12096,0.08
r2c-ex00-240,56,w,maturity,995.76,1321.99,966.77,332.17,318.48,316.12,306.19,0.016369973309338093,21.487361984327435,57456,12096,0.09
r2c-ex00-240,57,w,maturity,992.05,1322.26,960.68,330.0,315.08,315.6,309.87,0.14530704356729984,21.25804591923952,58464,12096,0.19
r2c-ex00-240,58,w,maturity,994.58,1322.08,960.04,328.52,317.03,314.49,306.89,0.22718508262187243,21.418833057396114,59472,12096,0.11
r2c-ex00-240,59,w,maturity,1001.13,1326.98,969.34,338.03,316.66,314.64,305.49,0.18465600442141294,21.17754693608731,60480,12096,0.35
r2c-ex00-240,60,w,maturity,987.56,1315.97,955.93,326.0,315.98,313.95,307.63,0.09249802678823471,21.629667025990784,61488,12096,0.1
r2c-ex00-240,61,w,maturity,986.24,1314.38,956.3,321.82,318.05,316.42,307.34,0.0357689568772912,21.27461403142661,62496,12096,0.08
r2c-ex00-240,62,w,maturity,991.06,1315.06,961.55,331.62,314.63,315.31,303.85,0.10139693040400743,21.458250004798174,63504,12096,0.11
r2c-ex00-240,63,w,maturity,1003.31,1330.05,970.55,335.71,317.74,317.1,306.25,0.16754597891122103,21.77761308848858,64512,12096,0.12
r2c-ex00-240,64,w,maturity,992.25,1319.92,962.78,334.2,314.11,314.48,305.89,0.02593907993286848,21.290122997015715,65520,12096,0.1
r2c-ex00-240,65,w,maturity,997.06,1325.64,964.92,335.01,315.3,314.62,307.96,0.1903959782794118,21.407010965049267,66528,12096,0.13
r2c-ex00-240,66,w,maturity,984.18,1309.91,952.23,325.94,312.77,313.52,305.42,0.03391900099813938,21.52109704911709,67536,12096,0.1
r2c-ex00-240,67,w,maturity,996.33,1326.2,964.12,332.46,315.5,316.17,309.8,0.4582499386742711,21.25438302755356,68544,12096,0.11
r2c-ex00-240,68,w,maturity,988.91,1314.82,956.12,326.12,314.31,315.7,305.57,0.20072597544640303,22.008916013874114,69552,12096,0.11
r2c-ex00-240,69,w,maturity,994.26,1322.42,962.15,328.7,316.64,316.81,307.17,0.09083806071430445,21.087566041387618,70560,12096,0.18
r2c-ex00-240,70,w,maturity,1004.46,1331.95,973.08,337.5,319.29,316.3,306.55,0.08527806494385004,21.53368596918881,71568,12096,0.23
r2c-ex00-240,71,w,maturity,1001.38,1328.26,968.96,337.76,316.32,314.88,306.19,0.13439706526696682,21.6154339723289,72576,12096,0.58
r2c-ex00-240,72,w,maturity,1003.79,1334.04,972.22,337.44,318.3,316.48,309.75,0.024090055376291275,21.27572998870164,73584,12096,0.13
r2c-ex00-240,73,w,maturity,996.72,1329.65,966.43,334.03,315.04,317.36,312.06,0.16068597324192524,21.572233992628753,74592,12096,0.11
r2c-ex00-240,74,w,maturity,1007.87,1335.11,972.27,332.1,320.01,320.16,306.5,0.13048702385276556,21.54141408391297,75600,12096,2.38
r2c-ex00-240,75,w,maturity,1003.04,1339.19,971.38,334.45,319.49,317.44,314.92,0.16894598957151175,21.51417499408126,76608,12096,0.1
r2c-ex00-240,76,w,maturity,1006.02,1338.07,976.05,341.24,316.54,318.28,311.7,0.043119071051478386,21.40467695426196,77616,12096,0.07
r2c-ex00-240,77,w,maturity,1008.17,1335.72,972.69,337.77,317.92,317.0,306.99,0.06420805584639311,21.62935200612992,78624,12096,1.6
r2c-ex00-240,78,w,maturity,995.51,1327.5,964.55,332.55,315.69,316.31,311.67,0.23992510978132486,21.625790977850556,79632,12096,0.13
r2c-ex00-240,79,w,maturity,1004.16,1334.42,971.65,335.37,315.22,321.06,308.95,0.15732692554593086,21.338357008062303,80640,12096,0.11
r2c-ex00-240,80,w,maturity,997.24,1324.59,965.28,329.01,317.92,318.35,306.91,0.14975597150623798,21.61264093592763,81648,12096,0.11
r2c-ex00-240,81,w,maturity,997.84,1328.73,968.12,331.98,317.81,318.33,310.34,0.013469019904732704,21.530892001464963,82656,12096,0.08
r2c-ex00-240,82,w,maturity,996.9,1328.47,965.47,330.41,317.62,317.44,310.84,0.17080595716834068,21.564110997132957,83664,12096,0.12
r2c-ex00-240,83,w,maturity,994.85,1327.93,963.89,331.41,316.16,316.32,311.05,0.022419961169362068,21.408043918199837,84672,12096,0.09
r2c-ex00-240,84,w,maturity,993.23,1325.69,964.16,331.66,317.64,314.87,311.7,0.17777597531676292,21.508530946448445,85680,12096,0.22
r2c-ex00-240,85,w,maturity,1000.47,1330.16,965.9,332.83,315.91,317.15,308.34,0.025568995624780655,21.476341993547976,86688,12096,0.08
r2c-ex00-240,86,w,maturity,1002.39,1333.15,971.11,330.48,319.16,321.47,309.76,0.13913691509515047,21.728216903284192,87696,12096,0.08
r2c-ex00-240,87,w,maturity,1012.29,1341.76,979.82,340.05,321.09,318.69,308.03,0.19494607113301754,21.680456935428083,88704,12096,0.15
r2c-ex00-240,88,w,maturity,1002.85,1331.32,972.21,333.32,317.57,321.32,307.79,0.11434697080403566,21.84812305495143,89712,12096,0.08
r2c-ex00-240,89,w,maturity,997.04,1328.01,965.88,330.97,315.79,319.11,309.16,1.8490389920771122,21.74601494334638,90720,12096,0.09
r2c-ex00-240,90,w,maturity,1000.15,1332.56,967.97,334.1,319.18,314.69,309.52,0.209396006539464,21.404032944701612,91728,12096,0.12
r2c-ex00-240,91,w,maturity,996.28,1327.79,965.18,330.89,316.45,317.84,308.35,0.11206697672605515,21.345242974348366,92736,12096,0.13
r2c-ex00-240,92,w,maturity,1004.71,1332.19,970.33,337.3,315.52,317.51,306.8,0.22588507272303104,21.331882919184864,93744,12096,1.25
r2c-ex00-240,93,w,maturity,1006.81,1335.41,972.89,334.43,318.39,320.07,308.12,0.14531705528497696,21.637505968101323,94752,12096,1.18
r2c-ex00-240,94,w,maturity,1005.4,1335.96,973.76,337.86,317.63,318.26,309.84,0.0915479613468051,21.57546696253121,95760,12096,1.84
r2c-ex00-240,95,w,maturity,995.78,1325.28,961.61,329.23,316.22,316.15,308.79,0.08154800161719322,21.862800931558013,96768,12096,0.08
r2c-ex00-240,96,w,maturity,1005.86,1335.28,974.73,335.75,322.11,316.87,308.25,0.025379005819559097,21.26669406425208,97776,12096,0.15
r2c-ex00-240,97,w,maturity,996.76,1324.25,967.75,332.9,318.06,316.79,306.9,0.10252709034830332,21.43789001274854,98784,12096,0.12
r2c-ex00-240,98,w,maturity,998.47,1325.73,966.34,330.97,316.39,318.98,306.67,0.15244691167026758,21.153475041501224,99792,12096,0.11
r2c-ex00-240,99,w,maturity,1006.27,1336.7,973.55,336.92,319.61,317.02,309.53,0.2711840206757188,21.559235989116132,100800,12096,0.08
r2c-ex00-240,100,w,maturity,999.49,1327.93,967.39,331.67,318.3,317.43,307.95,0.16419589519500732,21.82453905697912,101808,12096,0.14
r2c-ex00-240,101,w,maturity,1003.11,1341.99,973.63,339.02,317.2,317.41,316.84,0.07099797949194908,21.624154062010348,102816,12096,0.08
r2c-ex00-240,102,w,maturity,994.11,1320.43,962.69,329.94,315.5,317.24,306.02,0.10317692067474127,21.663932944647968,103824,12096,0.14
r2c-ex00-240,103,w,maturity,1004.09,1335.64,970.47,332.91,319.69,317.87,311.33,0.2833340549841523,21.240091999061406,104832,12096,0.11
r2c-ex00-240,104,w,maturity,999.68,1328.26,967.38,332.83,315.23,319.33,307.78,0.22497493773698807,21.381928003393114,105840,12096,0.08
r2c-ex00-240,105,w,maturity,1011.86,1342.31,980.41,338.13,320.26,322.02,309.78,0.060008023865520954,21.956885000690818,106848,12096,0.08
r2c-ex00-240,106,w,maturity,1005.85,1338.16,973.23,334.63,322.23,316.36,311.17,0.15175703447312117,21.435925969853997,107856,12096,0.12
r2c-ex00-240,107,w,maturity,991.95,1327.61,961.35,332.61,315.29,313.45,313.93,1.9190169405192137,21.67240099515766,108864,12096,0.07
r2c-ex00-240,108,w,maturity,1007.95,1337.01,977.36,335.52,320.82,321.03,308.72,0.146217062138021,21.927665104158223,109872,12096,0.26
r2c-ex00-240,109,w,maturity,995.08,1324.27,963.89,330.98,316.44,316.47,308.47,2.287487965077162,21.77837793715298,110880,12096,0.12
r2c-ex00-240,110,w,maturity,992.94,1319.47,962.14,328.7,317.37,316.07,305.96,0.07132801692932844,21.342718042433262,111888,12096,0.09
r2c-ex00-240,111,w,maturity,1004.11,1333.64,972.4,336.85,318.98,316.57,308.16,0.09907700587064028,21.163890953175724,112896,12096,0.11
r2c-ex00-240,112,w,maturity,993.66,1320.88,962.2,331.68,314.21,316.3,306.37,0.015189987607300282,21.13622205797583,113904,12096,0.08
r2c-ex00-240,113,w,maturity,997.58,1326.53,968.01,334.38,317.27,316.37,308.41,0.1550070010125637,21.365286083891988,114912,12096,0.1
r2c-ex00-240,114,w,maturity,996.33,1324.21,963.1,334.45,315.45,313.21,307.31,0.02445909194648266,21.651200018823147,115920,12096,0.12
r2c-ex00-240,115,w,maturity,1001.54,1328.93,971.96,337.76,318.02,316.17,305.41,0.2114749513566494,21.416553994640708,116928,12096,0.23
r2c-ex00-240,116,w,maturity,996.14,1326.16,964.59,333.77,316.52,314.31,309.24,0.10630697943270206,21.247158059850335,117936,12096,0.1
r2c-ex00-240,117,w,maturity,995.7,1324.57,963.49,330.11,315.44,317.93,307.94,0.37260097451508045,21.350014954805374,118944,12096,0.14
r2c-ex00-240,118,w,maturity,992.08,1318.97,962.57,331.69,316.07,314.82,306.12,0.10700698476284742,21.09280100557953,119952,12096,0.37
r2c-ex00-240,119,w,maturity,991.54,1321.65,960.9,330.68,314.97,315.25,309.84,0.13320695143193007,21.175788016989827,120960,12096,0.08
r2c-ex00-240,120,w,maturity,988.16,1316.2,955.99,329.32,314.01,312.66,306.77,0.13922702055424452,21.587709081359208,121968,12096,0.11
r2c-ex00-240,121,w,maturity,997.4,1325.16,963.92,332.25,316.3,315.37,306.54,0.326763023622334,21.54619002249092,122976,12096,0.1
r2c-ex00-240,122,w,maturity,1001.24,1327.26,970.24,336.83,317.25,316.16,305.71,0.1146980794146657,21.203657030127943,123984,12096,0.07
r2c-ex00-240,123,w,maturity,990.28,1317.88,958.79,328.2,316.36,314.22,306.88,0.08754793088883162,21.452460903674364,124992,12096,0.1
r2c-ex00-240,124,w,maturity,998.38,1324.65,970.09,335.65,315.75,318.69,305.62,0.07232895586639643,21.063950029201806,126000,12096,0.08
r2c-ex00-240,125,w,maturity,996.26,1325.57,962.66,333.56,314.44,314.66,308.6,0.24371501058340073,21.114618983119726,127008,12096,0.11
r2c-ex00-240,126,w,maturity,992.18,1317.13,959.0,330.35,313.27,315.38,304.45,0.5084580043330789,21.440171054564416,128016,12096,0.1
r2c-ex00-240,127,w,maturity,994.96,1323.75,963.12,330.48,316.68,315.96,308.02,0.07379800081253052,21.769113023765385,129024,12096,0.1
r2c-ex00-240,128,w,maturity,991.09,1322.71,960.57,328.24,315.08,317.25,310.89,0.0897879945114255,21.36443299241364,130032,12096,0.11
r2c-ex00-240,129,w,maturity,993.48,1320.33,961.67,332.55,314.75,314.37,306.66,0.03543891943991184,21.19097497779876,131040,12096,0.08
r2c-ex00-240,130,w,maturity,999.62,1324.54,965.75,332.58,316.56,316.61,304.11,0.11340691708028316,21.213945001363754,132048,12096,1.91
r2c-ex00-240,131,w,maturity,994.52,1323.29,962.03,331.91,315.35,314.76,308.22,0.02575002145022154,21.779461996629834,133056,12096,0.11
r2c-ex00-240,132,w,maturity,988.26,1318.69,955.42,326.89,315.77,312.77,308.45,0.09174796286970377,21.522277034819126,134064,12096,0.1
r2c-ex00-240,133,w,maturity,998.87,1323.86,967.79,337.36,315.61,314.82,304.43,0.11713802814483643,22.087284014560282,135072,12096,0.07
r2c-ex00-240,134,w,maturity,996.35,1324.94,963.27,333.0,316.58,313.69,306.91,0.22568495478481054,21.277413005009294,136080,12096,0.12
